incident_id,incident_type,person_trapped,injury_reported,fire_present,hospital_affected,elderly_or_children,hazardous_material,building_collapse_flag,critical_infrastructure,num_sources,ground_confirmed,agreement_ratio,recency_minutes,num_reports,severity_score,severity_class,confidence_score
782,industrial_accident,0,0,0,1,0,1,0,1,3.0,1.0,0.81,14.0,10,100,CRITICAL,100.0
783,road_blockage,0,0,0,0,0,0,0,1,1.0,1.0,0.76,79.0,11,17,LOW,73.9
784,industrial_accident,0,0,0,0,1,1,0,0,1.0,0.0,,152.0,8,62,HIGH,49.9
785,road_blockage,1,0,1,0,0,0,0,0,1.0,0.0,0.63,,21,100,CRITICAL,58.4
786,power_outage,1,1,0,0,0,0,0,0,2.0,1.0,0.64,71.0,6,100,CRITICAL,92.0
787,building_collapse,0,0,0,0,1,0,1,0,,1.0,0.55,131.0,11,82,CRITICAL,100.0
788,road_blockage,1,1,0,1,0,0,0,0,1.0,0.0,0.72,148.0,17,100,CRITICAL,50.0
789,power_outage,1,0,1,0,0,1,0,0,1.0,1.0,0.8,13.0,5,100,CRITICAL,75.9
790,industrial_accident,0,0,0,0,1,1,0,0,3.0,0.0,0.7,16.0,9,51,MEDIUM,100.0
791,road_blockage,0,0,0,0,1,0,0,0,3.0,0.0,0.6,7.0,10,17,LOW,91.0
792,medical_emergency,0,0,0,1,0,0,0,0,3.0,0.0,0.57,115.0,21,34,MEDIUM,84.5
793,fire,0,0,1,0,0,0,0,0,1.0,1.0,0.73,22.0,25,47,MEDIUM,79.5
794,industrial_accident,0,1,0,0,0,1,0,0,2.0,0.0,1.0,143.0,6,92,CRITICAL,71.7
795,building_collapse,0,0,0,0,1,0,1,0,1.0,0.0,0.42,154.0,15,71,HIGH,24.8
796,fire,0,0,1,1,1,0,0,0,2.0,,0.93,106.0,10,95,CRITICAL,99.5
797,building_collapse,0,1,0,0,1,0,1,0,3.0,0.0,1.0,73.0,13,100,CRITICAL,100.0
798,road_blockage,1,1,0,0,0,0,0,0,3.0,0.0,0.53,166.0,11,79,CRITICAL,80.5
799,power_outage,1,1,0,0,0,0,0,0,3.0,0.0,0.89,166.0,8,82,CRITICAL,92.2
800,chemical_leak,1,0,0,0,0,1,0,0,1.0,0.0,,79.0,15,90,CRITICAL,58.0
801,medical_emergency,1,0,0,0,0,0,0,1,,0.0,0.75,167.0,4,82,CRITICAL,78.8
802,industrial_accident,0,0,1,0,0,1,0,0,1.0,0.0,0.77,46.0,12,97,CRITICAL,47.0
803,fire,1,0,1,0,0,0,0,0,1.0,0.0,,1.0,11,91,CRITICAL,63.7
804,flood,0,0,0,0,1,0,1,0,1.0,0.0,0.51,117.0,13,67,HIGH,44.6
805,chemical_leak,0,1,0,0,0,1,0,0,2.0,0.0,0.66,125.0,9,76,MEDIUM,65.5
806,road_blockage,0,1,0,0,0,0,0,0,1.0,0.0,0.94,138.0,15,49,MEDIUM,48.9
807,industrial_accident,0,0,0,0,0,1,0,1,2.0,0.0,0.75,14.0,15,75,MEDIUM,91.7
808,fire,1,0,1,0,0,0,0,0,3.0,1.0,0.98,50.0,11,88,CRITICAL,100.0
809,flood,0,1,0,0,1,0,0,1,3.0,0.0,0.82,39.0,8,95,CRITICAL,100.0
810,flood,1,0,0,0,0,0,0,0,3.0,0.0,0.8,30.0,7,48,MEDIUM,96.3
811,power_outage,0,0,0,0,0,0,0,0,3.0,,0.76,149.0,11,0,LOW,79.9
812,flood,0,0,0,0,0,0,0,1,1.0,0.0,0.36,17.0,17,29,LOW,50.9
813,power_outage,0,0,0,0,1,0,0,1,2.0,0.0,0.73,18.0,21,44,MEDIUM,77.0
814,chemical_leak,0,0,0,1,0,0,0,0,3.0,1.0,0.86,40.0,9,39,MEDIUM,100.0
815,power_outage,1,1,0,0,0,0,0,1,2.0,0.0,0.4,122.0,7,100,CRITICAL,61.1
816,building_collapse,0,0,0,0,0,0,1,0,3.0,1.0,0.91,93.0,9,53,MEDIUM,100.0
817,industrial_accident,1,1,0,0,1,1,0,0,3.0,0.0,,137.0,10,100,CRITICAL,92.1
818,industrial_accident,0,0,0,0,0,1,0,0,1.0,0.0,0.75,33.0,12,39,MEDIUM,56.0
819,flood,0,1,0,1,1,0,0,1,3.0,1.0,0.41,92.0,15,100,CRITICAL,100.0
820,building_collapse,0,0,0,0,1,0,1,0,3.0,0.0,0.91,156.0,13,81,CRITICAL,88.5
821,industrial_accident,0,1,0,0,0,1,0,0,1.0,0.0,0.61,77.0,9,78,HIGH,54.1
822,power_outage,0,1,0,0,0,0,0,0,2.0,0.0,0.98,57.0,6,37,MEDIUM,90.6
823,industrial_accident,1,1,1,0,0,1,0,0,2.0,0.0,1.0,168.0,12,100,CRITICAL,67.8
824,power_outage,0,0,0,1,0,0,1,0,1.0,0.0,0.94,119.0,9,87,CRITICAL,58.2
825,medical_emergency,0,1,0,0,0,0,0,0,1.0,,0.96,6.0,7,45,MEDIUM,90.3
826,fire,1,1,1,0,0,0,0,0,2.0,0.0,1.0,78.0,12,100,CRITICAL,75.4
827,building_collapse,0,0,0,0,1,0,1,0,3.0,0.0,,90.0,7,76,HIGH,83.7
828,fire,0,0,1,0,0,0,0,0,3.0,0.0,0.96,44.0,17,34,MEDIUM,100.0
829,fire,0,0,1,0,0,0,0,0,3.0,1.0,0.68,17.0,21,50,MEDIUM,100.0
830,industrial_accident,0,0,0,0,0,1,1,0,1.0,0.0,0.87,157.0,12,100,CRITICAL,51.8
831,flood,1,0,0,0,1,0,0,0,1.0,1.0,0.7,139.0,19,74,HIGH,71.9
832,building_collapse,1,0,0,0,0,0,1,0,1.0,1.0,0.98,14.0,15,100,CRITICAL,93.2
833,chemical_leak,0,0,0,0,0,1,0,0,2.0,0.0,0.41,130.0,10,46,MEDIUM,51.9
834,building_collapse,1,1,1,1,0,0,1,1,3.0,0.0,0.74,94.0,31,100,CRITICAL,88.7
835,building_collapse,0,1,1,0,1,0,1,0,1.0,1.0,0.86,72.0,8,100,CRITICAL,78.0
836,medical_emergency,1,0,0,0,0,0,0,0,1.0,1.0,0.72,98.0,9,41,MEDIUM,72.4
837,chemical_leak,1,0,0,0,0,0,0,0,2.0,0.0,0.63,155.0,7,27,LOW,72.9
838,medical_emergency,0,0,0,0,1,0,1,0,3.0,0.0,0.61,,9,82,CRITICAL,87.3
839,medical_emergency,0,0,0,0,1,1,0,0,2.0,,1.0,21.0,10,75,HIGH,100.0
840,fire,1,0,1,0,0,0,0,0,3.0,1.0,,,19,91,CRITICAL,100.0
841,chemical_leak,1,0,0,0,0,1,0,0,1.0,0.0,0.6,134.0,10,92,CRITICAL,41.2
842,building_collapse,0,0,0,0,0,0,1,0,1.0,0.0,0.89,168.0,9,67,HIGH,46.4
843,chemical_leak,0,1,0,0,0,1,0,0,3.0,0.0,0.86,122.0,7,86,CRITICAL,89.2
844,power_outage,1,0,1,0,1,0,0,0,2.0,0.0,,106.0,11,100,CRITICAL,70.0
845,power_outage,0,0,0,0,1,0,0,0,3.0,0.0,1.0,161.0,12,30,LOW,99.2
846,power_outage,0,0,0,0,0,0,0,0,2.0,0.0,0.47,118.0,7,0,LOW,58.1
847,flood,0,1,0,0,1,0,0,0,1.0,1.0,0.93,179.0,7,70,HIGH,74.2
848,road_blockage,0,0,0,0,0,0,0,0,3.0,0.0,0.77,48.0,11,5,LOW,94.3
849,flood,0,1,0,0,1,0,0,0,3.0,1.0,0.86,86.0,7,58,HIGH,100.0
850,building_collapse,1,0,0,0,1,0,1,0,1.0,0.0,0.92,169.0,11,100,CRITICAL,47.3
851,power_outage,1,1,0,0,1,0,0,0,3.0,1.0,0.97,86.0,4,100,CRITICAL,100.0
852,power_outage,0,0,0,0,0,0,0,0,1.0,0.0,,155.0,17,0,LOW,41.0
853,power_outage,0,1,1,1,0,0,0,1,2.0,0.0,0.65,148.0,8,100,CRITICAL,50.6
854,power_outage,0,1,0,0,0,0,0,0,2.0,1.0,0.71,105.0,37,38,MEDIUM,81.1
855,industrial_accident,0,1,0,0,0,1,0,0,3.0,0.0,0.61,158.0,12,74,HIGH,72.1
856,chemical_leak,1,0,0,0,0,1,0,0,2.0,1.0,0.63,93.0,15,89,CRITICAL,90.5
857,medical_emergency,0,0,0,0,1,0,0,1,2.0,1.0,0.96,25.0,8,30,LOW,100.0
858,power_outage,0,0,0,0,0,0,0,1,2.0,1.0,0.75,30.0,11,27,LOW,100.0
859,flood,0,0,0,0,0,0,0,1,,1.0,1.0,69.0,3,21,LOW,100.0
860,medical_emergency,1,0,0,0,0,0,0,0,1.0,0.0,1.0,177.0,10,58,HIGH,51.8
861,building_collapse,0,1,0,0,1,0,1,0,2.0,1.0,0.28,156.0,10,100,CRITICAL,70.5
862,medical_emergency,0,0,0,0,0,0,0,0,1.0,1.0,0.96,132.0,8,0,LOW,85.6
863,flood,0,0,0,0,0,0,0,0,1.0,0.0,0.73,107.0,15,0,LOW,53.4
864,building_collapse,0,0,0,0,0,0,1,0,3.0,0.0,,31.0,11,49,MEDIUM,86.4
865,chemical_leak,1,1,0,0,1,1,0,0,1.0,0.0,0.95,169.0,12,100,CRITICAL,51.0
866,medical_emergency,1,0,0,0,1,0,0,1,3.0,0.0,,27.0,11,89,CRITICAL,88.0
867,flood,0,0,0,0,0,0,0,0,1.0,1.0,,141.0,5,8,LOW,64.7
868,power_outage,0,1,0,1,1,0,0,0,1.0,1.0,1.0,,11,93,CRITICAL,80.1
869,fire,0,0,1,0,0,0,0,0,2.0,0.0,0.51,158.0,10,49,MEDIUM,53.2
870,fire,0,0,1,0,0,0,0,1,3.0,1.0,0.5,121.0,5,89,CRITICAL,100.0
871,road_blockage,0,0,0,0,1,0,0,0,3.0,1.0,1.0,176.0,26,7,LOW,100.0
872,industrial_accident,0,0,0,1,0,1,0,0,1.0,,0.63,28.0,9,78,HIGH,85.9
873,medical_emergency,0,0,0,0,0,0,0,0,3.0,0.0,0.69,,12,3,LOW,100.0
874,road_blockage,1,0,0,0,0,1,0,0,2.0,0.0,0.93,67.0,7,100,CRITICAL,69.9
875,fire,0,1,1,0,1,0,1,0,1.0,1.0,0.93,171.0,41,100,CRITICAL,66.3
876,flood,0,0,0,0,0,0,0,0,2.0,1.0,0.63,149.0,9,5,LOW,78.5
877,industrial_accident,1,1,0,0,0,1,0,0,3.0,1.0,0.82,14.0,11,100,CRITICAL,100.0
878,industrial_accident,0,1,0,0,1,1,0,0,3.0,0.0,0.8,,51,100,CRITICAL,94.8
879,power_outage,0,0,0,0,1,0,0,0,3.0,0.0,0.68,175.0,8,9,LOW,75.7
880,industrial_accident,0,0,1,1,1,1,0,0,1.0,1.0,1.0,,9,100,CRITICAL,77.9
881,flood,0,1,0,0,0,0,0,0,2.0,0.0,0.73,110.0,10,45,MEDIUM,61.7
882,medical_emergency,1,0,0,0,1,0,0,0,1.0,0.0,0.77,131.0,14,74,MEDIUM,50.6
883,fire,1,0,1,0,0,0,0,0,1.0,0.0,0.64,55.0,3,100,CRITICAL,54.4
884,chemical_leak,0,0,0,0,0,1,0,0,,0.0,0.96,12.0,13,46,MEDIUM,57.0
885,power_outage,1,0,0,0,0,0,0,1,2.0,0.0,0.84,127.0,13,69,HIGH,68.5
886,fire,0,0,1,0,0,0,0,0,3.0,1.0,0.52,90.0,15,49,MEDIUM,100.0
887,power_outage,1,0,0,0,0,0,1,0,1.0,0.0,0.61,50.0,10,100,CRITICAL,48.1
888,fire,1,0,1,0,1,0,0,0,2.0,0.0,1.0,116.0,7,100,CRITICAL,73.6
889,building_collapse,1,0,0,0,0,0,1,0,2.0,0.0,0.92,,4,100,CRITICAL,75.2
890,chemical_leak,0,0,1,0,0,1,0,1,3.0,0.0,0.85,59.0,9,100,CRITICAL,100.0
891,building_collapse,0,0,0,0,0,1,1,0,3.0,0.0,0.28,140.0,9,94,CRITICAL,74.0
892,fire,0,0,0,0,0,0,0,0,1.0,1.0,1.0,,19,0,LOW,75.7
893,medical_emergency,1,1,0,0,1,0,0,0,3.0,1.0,0.75,91.0,21,100,CRITICAL,100.0
894,industrial_accident,1,0,0,1,1,1,0,0,,0.0,0.6,58.0,10,100,CRITICAL,46.7
895,road_blockage,0,1,0,0,0,0,0,0,2.0,1.0,,54.0,10,49,MEDIUM,100.0
896,flood,1,0,0,1,0,0,0,0,1.0,0.0,1.0,149.0,11,71,HIGH,54.9
897,flood,0,1,0,0,0,0,0,1,3.0,0.0,0.38,129.0,61,69,HIGH,70.2
898,industrial_accident,0,1,0,0,0,1,0,0,1.0,0.0,0.87,150.0,31,88,CRITICAL,37.1
899,medical_emergency,0,0,1,0,0,0,0,0,1.0,0.0,0.81,25.0,16,55,MEDIUM,44.4
900,industrial_accident,1,0,0,0,1,1,0,1,1.0,1.0,0.6,15.0,6,100,CRITICAL,79.4
901,chemical_leak,0,0,0,0,0,0,0,0,3.0,,1.0,23.0,4,0,LOW,99.1
902,fire,0,0,1,0,0,0,0,0,1.0,1.0,0.34,66.0,9,45,MEDIUM,62.7
903,flood,0,0,0,1,1,0,0,0,3.0,0.0,0.47,72.0,19,48,LOW,81.1
904,power_outage,0,1,0,0,0,0,0,0,1.0,1.0,0.86,142.0,12,43,HIGH,75.0
905,building_collapse,0,0,0,0,1,0,1,0,,1.0,0.7,45.0,12,75,HIGH,81.6
906,medical_emergency,0,1,0,0,0,0,0,0,2.0,0.0,0.91,130.0,6,35,MEDIUM,81.3
907,building_collapse,0,0,0,1,0,0,1,0,1.0,0.0,0.7,44.0,6,89,CRITICAL,50.6
908,chemical_leak,1,1,0,0,0,1,0,0,2.0,0.0,0.93,31.0,10,100,CRITICAL,77.4
909,power_outage,0,1,1,0,1,0,0,0,3.0,0.0,0.59,167.0,8,100,CRITICAL,81.0
910,industrial_accident,0,0,0,0,0,1,0,1,1.0,0.0,0.93,124.0,21,65,HIGH,52.0
911,building_collapse,0,0,0,1,0,0,1,0,,1.0,0.81,13.0,16,86,CRITICAL,100.0
912,building_collapse,0,0,0,0,0,0,1,0,1.0,1.0,0.8,8.0,8,58,HIGH,85.2
913,power_outage,0,0,0,0,0,0,0,0,1.0,1.0,0.66,106.0,7,0,LOW,62.5
914,chemical_leak,0,1,0,0,1,1,0,1,1.0,1.0,0.59,,7,100,CRITICAL,65.8
915,power_outage,0,1,0,0,0,0,0,0,3.0,0.0,0.84,160.0,9,38,MEDIUM,79.1
916,building_collapse,0,1,0,0,0,0,1,0,1.0,0.0,0.67,145.0,10,92,CRITICAL,39.4
917,fire,1,0,1,0,0,0,1,0,1.0,0.0,0.58,97.0,25,100,CRITICAL,43.7
918,chemical_leak,0,0,0,0,0,1,1,0,1.0,0.0,0.78,78.0,21,100,CRITICAL,56.7
919,building_collapse,0,0,0,0,0,0,1,1,2.0,0.0,0.5,148.0,8,88,CRITICAL,65.7
920,chemical_leak,0,1,0,0,0,1,0,0,2.0,0.0,0.88,57.0,7,62,HIGH,69.0
921,industrial_accident,0,0,0,0,0,1,0,1,3.0,0.0,0.66,102.0,10,59,HIGH,83.4
922,power_outage,1,0,0,0,0,0,0,0,1.0,0.0,0.63,100.0,6,38,MEDIUM,42.5
923,medical_emergency,0,0,0,0,0,0,0,0,3.0,0.0,,80.0,23,11,LOW,100.0
924,fire,1,0,1,0,0,0,0,1,1.0,0.0,0.85,24.0,13,100,CRITICAL,47.6
925,road_blockage,0,1,1,0,0,0,0,0,1.0,0.0,0.83,126.0,10,95,CRITICAL,48.8
926,chemical_leak,1,0,0,0,0,1,1,0,1.0,0.0,0.98,6.0,10,100,CRITICAL,61.5
927,road_blockage,0,0,0,1,0,0,0,0,3.0,0.0,0.6,13.0,8,29,LOW,96.9
928,chemical_leak,1,0,0,0,1,1,0,0,1.0,0.0,0.79,62.0,10,100,CRITICAL,49.5
929,fire,0,1,1,0,0,0,0,0,1.0,1.0,0.32,126.0,9,92,CRITICAL,58.7
930,road_blockage,0,0,1,1,0,0,0,0,2.0,0.0,0.39,140.0,7,72,HIGH,47.8
931,chemical_leak,1,0,0,0,1,1,0,0,2.0,0.0,0.99,57.0,17,100,CRITICAL,77.9
932,industrial_accident,0,0,1,0,1,1,0,0,1.0,0.0,0.74,71.0,3,100,CRITICAL,55.1
933,industrial_accident,0,1,1,0,0,1,1,0,3.0,1.0,1.0,16.0,13,100,CRITICAL,100.0
934,road_blockage,1,0,0,0,0,0,0,1,1.0,0.0,0.71,158.0,9,75,HIGH,44.7
935,building_collapse,0,0,0,0,1,0,1,0,2.0,1.0,0.61,131.0,17,78,HIGH,85.7
936,industrial_accident,0,0,0,0,1,1,0,1,1.0,0.0,0.74,96.0,7,97,CRITICAL,53.6
937,road_blockage,0,0,0,0,0,0,0,0,3.0,1.0,0.89,50.0,19,8,LOW,100.0
938,chemical_leak,0,1,0,0,0,1,1,0,1.0,0.0,0.86,171.0,25,100,CRITICAL,46.2
939,power_outage,0,0,0,0,0,0,0,0,2.0,,1.0,170.0,6,0,LOW,92.0
940,building_collapse,0,1,0,0,1,0,1,0,1.0,0.0,0.8,78.0,7,100,CRITICAL,51.0
941,medical_emergency,0,1,0,0,1,0,0,0,2.0,1.0,1.0,106.0,8,55,MEDIUM,100.0
942,chemical_leak,0,1,0,0,1,1,0,0,2.0,1.0,0.67,2.0,8,100,CRITICAL,100.0
943,flood,0,0,0,1,0,0,0,0,2.0,1.0,0.48,163.0,11,25,LOW,78.1
944,chemical_leak,0,0,0,0,0,1,0,0,2.0,1.0,1.0,46.0,25,46,MEDIUM,100.0
945,power_outage,0,0,0,0,0,0,0,0,1.0,0.0,0.5,43.0,11,0,LOW,47.7
946,chemical_leak,0,0,0,0,1,1,0,0,2.0,0.0,0.68,100.0,19,66,HIGH,65.9
947,road_blockage,0,0,0,0,0,0,0,1,3.0,1.0,0.83,174.0,6,24,LOW,100.0
948,chemical_leak,0,0,0,0,0,1,0,1,1.0,0.0,0.9,64.0,5,66,HIGH,53.6
949,chemical_leak,0,0,0,0,1,1,0,0,1.0,0.0,0.62,6.0,16,61,HIGH,56.3
950,chemical_leak,0,0,1,0,1,1,0,1,1.0,0.0,0.53,48.0,10,100,CRITICAL,48.1
951,road_blockage,0,0,0,1,0,0,0,0,2.0,0.0,0.92,2.0,13,25,LOW,84.1
952,fire,0,0,1,1,0,0,0,0,1.0,0.0,0.9,107.0,17,87,CRITICAL,47.7
953,building_collapse,0,0,0,0,1,0,1,0,2.0,0.0,0.69,177.0,11,63,HIGH,62.0
954,industrial_accident,0,1,0,0,0,1,0,0,3.0,1.0,0.65,30.0,13,77,HIGH,100.0
955,industrial_accident,0,0,0,0,1,1,0,0,3.0,0.0,,34.0,10,65,HIGH,98.2
956,road_blockage,0,0,0,0,0,0,0,0,1.0,0.0,0.95,112.0,10,0,LOW,48.3
957,industrial_accident,0,0,0,0,0,0,0,1,1.0,0.0,0.84,5.0,10,22,LOW,57.7
958,road_blockage,0,1,0,0,0,0,0,0,3.0,,0.84,65.0,15,23,LOW,100.0
959,building_collapse,0,1,0,0,0,0,0,0,3.0,1.0,0.6,80.0,14,38,MEDIUM,100.0
960,industrial_accident,0,0,0,0,0,1,0,0,,0.0,0.77,,12,62,HIGH,44.4
961,medical_emergency,0,0,0,0,1,0,0,0,3.0,0.0,0.79,60.0,10,20,LOW,89.1
962,chemical_leak,0,0,0,0,0,1,0,1,2.0,1.0,,95.0,19,67,MEDIUM,90.3
963,industrial_accident,0,0,0,0,1,1,0,0,2.0,0.0,1.0,14.0,14,81,CRITICAL,88.9
964,industrial_accident,1,0,0,0,0,1,0,0,1.0,1.0,,12.0,19,99,CRITICAL,85.7
965,power_outage,0,0,0,0,1,0,0,0,1.0,1.0,0.76,151.0,23,14,LOW,75.4
966,fire,0,0,1,0,0,0,0,0,1.0,0.0,0.96,110.0,13,53,MEDIUM,48.7
967,fire,0,0,1,0,0,0,0,0,2.0,0.0,0.47,39.0,7,37,MEDIUM,66.1
968,building_collapse,0,0,0,0,0,0,1,0,3.0,1.0,0.88,7.0,13,47,MEDIUM,100.0
969,road_blockage,0,1,0,0,1,0,0,1,3.0,1.0,0.67,131.0,10,92,CRITICAL,100.0
970,road_blockage,0,0,0,0,0,1,0,0,2.0,0.0,0.65,104.0,17,41,MEDIUM,62.2
971,power_outage,1,0,0,0,0,0,0,0,3.0,0.0,0.58,11.0,10,48,MEDIUM,84.4
972,flood,0,0,1,0,1,0,0,1,1.0,0.0,0.82,151.0,13,99,CRITICAL,51.2
973,building_collapse,0,0,0,0,0,0,1,0,1.0,0.0,0.7,139.0,10,60,HIGH,40.8
974,building_collapse,0,1,0,1,0,0,1,0,3.0,0.0,0.62,75.0,15,100,CRITICAL,78.1
975,flood,1,0,0,0,1,0,0,0,2.0,1.0,0.86,137.0,7,61,HIGH,87.9
976,chemical_leak,0,1,0,0,1,1,1,0,1.0,0.0,1.0,33.0,12,100,CRITICAL,61.6
977,chemical_leak,0,1,0,0,0,1,0,1,3.0,0.0,0.91,128.0,9,97,CRITICAL,87.2
978,power_outage,0,0,0,0,0,0,0,0,3.0,0.0,1.0,101.0,3,0,LOW,96.9
979,flood,0,0,0,0,1,0,0,0,3.0,0.0,1.0,57.0,21,25,LOW,100.0
980,fire,0,0,1,0,0,0,0,0,1.0,0.0,,170.0,9,48,LOW,31.8
981,fire,0,1,1,0,0,0,0,0,2.0,0.0,0.41,34.0,9,95,CRITICAL,67.1
982,building_collapse,0,0,0,1,0,0,1,0,1.0,1.0,0.71,140.0,15,89,CRITICAL,71.5
983,industrial_accident,1,0,0,1,1,1,0,0,1.0,0.0,0.64,96.0,8,100,CRITICAL,42.4
984,power_outage,0,1,0,0,0,0,0,0,3.0,1.0,0.85,36.0,15,41,MEDIUM,100.0
985,building_collapse,0,0,0,0,1,0,1,0,1.0,0.0,0.61,107.0,6,64,HIGH,41.2
986,medical_emergency,0,1,0,0,0,0,0,0,1.0,0.0,0.65,38.0,7,37,HIGH,48.3
987,fire,0,0,1,0,0,0,1,0,3.0,0.0,0.83,63.0,5,100,CRITICAL,88.5
988,building_collapse,0,0,0,0,0,0,1,0,2.0,0.0,,179.0,4,39,MEDIUM,44.2
989,fire,0,0,1,1,0,0,1,0,3.0,1.0,0.88,169.0,41,100,CRITICAL,100.0
990,building_collapse,0,0,0,0,0,0,1,0,1.0,0.0,0.58,150.0,6,43,MEDIUM,37.8
991,chemical_leak,0,1,0,0,0,1,0,0,1.0,1.0,0.54,169.0,8,96,CRITICAL,64.8
992,power_outage,1,0,0,0,0,0,0,0,2.0,1.0,0.68,90.0,7,51,MEDIUM,97.8
993,flood,0,1,0,0,1,0,0,1,3.0,0.0,0.62,142.0,25,92,CRITICAL,76.4
994,building_collapse,0,0,0,0,1,0,1,0,2.0,0.0,,85.0,8,65,HIGH,74.5
995,industrial_accident,0,0,0,0,0,1,0,0,1.0,1.0,0.88,,12,49,MEDIUM,81.6
996,fire,0,1,1,0,0,0,0,0,1.0,0.0,0.88,63.0,21,100,CRITICAL,54.8
997,fire,0,0,1,0,0,0,0,0,3.0,0.0,0.97,170.0,7,58,HIGH,91.6
998,chemical_leak,0,0,0,0,0,1,0,1,1.0,0.0,0.84,134.0,6,66,HIGH,43.1
999,fire,0,0,1,0,0,0,0,0,1.0,0.0,0.56,163.0,11,55,MEDIUM,34.8
1000,power_outage,1,0,0,0,1,0,0,0,3.0,0.0,0.48,166.0,19,65,HIGH,75.3
1001,power_outage,0,0,0,0,1,0,0,0,1.0,1.0,0.95,73.0,11,9,LOW,84.7
1002,road_blockage,0,0,0,1,1,0,1,0,3.0,1.0,0.48,75.0,14,100,CRITICAL,100.0
1003,power_outage,0,0,0,0,1,0,0,0,1.0,0.0,0.81,171.0,19,24,LOW,40.0
1004,chemical_leak,0,0,0,0,0,1,0,0,1.0,0.0,0.86,12.0,11,34,MEDIUM,62.3
1005,medical_emergency,0,1,0,0,0,0,0,1,2.0,1.0,0.46,,8,47,MEDIUM,86.9
1006,chemical_leak,1,1,0,0,1,1,0,0,1.0,0.0,1.0,83.0,10,100,CRITICAL,53.9
1007,fire,0,0,1,0,0,0,0,0,3.0,0.0,1.0,108.0,9,42,MEDIUM,96.3
1008,flood,0,0,0,0,0,0,0,1,1.0,0.0,0.95,162.0,7,31,MEDIUM,46.5
1009,road_blockage,1,0,0,0,1,0,0,0,2.0,0.0,0.75,31.0,12,74,HIGH,57.6
1010,medical_emergency,1,1,0,0,0,0,1,0,1.0,0.0,,88.0,13,100,CRITICAL,52.7
1011,power_outage,0,0,0,0,0,0,0,0,2.0,0.0,0.73,36.0,7,0,LOW,77.8
1012,road_blockage,0,0,0,0,0,0,0,0,1.0,0.0,0.77,35.0,7,2,LOW,59.4
1013,industrial_accident,0,0,0,0,1,1,0,0,3.0,1.0,0.44,45.0,15,56,HIGH,100.0
1014,road_blockage,0,1,0,0,0,0,0,0,3.0,0.0,0.41,117.0,61,41,MEDIUM,76.3
1015,medical_emergency,1,0,0,0,0,1,0,0,2.0,0.0,1.0,18.0,15,99,CRITICAL,83.8
1016,road_blockage,1,1,1,1,0,0,0,0,3.0,1.0,0.68,87.0,27,100,CRITICAL,100.0
1017,industrial_accident,0,1,0,0,0,1,0,0,2.0,0.0,0.56,60.0,8,87,CRITICAL,53.6
1018,medical_emergency,0,1,0,1,0,0,0,0,1.0,0.0,1.0,60.0,10,64,HIGH,55.7
1019,road_blockage,1,0,0,0,0,0,0,0,2.0,0.0,0.77,128.0,6,59,HIGH,73.9
1020,road_blockage,0,1,0,0,0,0,0,0,2.0,1.0,0.44,51.0,15,47,MEDIUM,91.1
1021,fire,0,1,1,0,0,0,0,0,3.0,0.0,0.72,53.0,14,80,CRITICAL,98.3
1022,flood,0,0,0,0,0,0,0,0,1.0,1.0,0.69,153.0,11,0,LOW,70.9
1023,building_collapse,0,1,0,1,0,0,1,0,3.0,0.0,0.77,153.0,8,100,CRITICAL,79.7
1024,chemical_leak,0,1,0,0,0,1,0,1,2.0,0.0,0.71,118.0,7,100,CRITICAL,62.8
1025,industrial_accident,0,0,0,0,0,1,0,0,2.0,1.0,0.66,30.0,5,53,MEDIUM,98.6
1026,industrial_accident,0,0,0,0,1,1,0,0,2.0,0.0,0.75,42.0,3,69,HIGH,75.6
1027,fire,0,0,1,0,1,1,0,0,2.0,0.0,,36.0,10,100,CRITICAL,59.3
1028,building_collapse,0,0,0,0,1,0,1,0,3.0,0.0,,59.0,6,82,CRITICAL,93.2
1029,fire,0,0,1,0,0,0,0,0,3.0,0.0,0.65,11.0,10,50,MEDIUM,91.6
1030,power_outage,0,0,0,0,1,0,0,0,2.0,0.0,0.54,37.0,7,26,LOW,64.5
1031,building_collapse,1,1,0,0,0,0,1,0,1.0,0.0,0.65,7.0,19,100,CRITICAL,53.7
1032,medical_emergency,0,0,0,0,0,0,0,0,2.0,0.0,0.94,168.0,8,3,LOW,68.5
1033,building_collapse,0,1,0,0,0,0,1,0,1.0,0.0,0.64,,23,92,CRITICAL,34.9
1034,building_collapse,1,1,0,0,0,0,1,0,2.0,0.0,0.57,171.0,10,100,CRITICAL,47.7
1035,road_blockage,0,0,0,0,0,0,0,1,2.0,1.0,0.56,39.0,7,18,LOW,96.5
1036,chemical_leak,1,1,0,0,0,0,0,0,3.0,1.0,0.85,70.0,7,79,HIGH,100.0
1037,fire,0,0,1,0,0,0,0,0,1.0,0.0,0.57,7.0,8,46,MEDIUM,50.2
1038,fire,0,0,1,0,0,0,0,1,2.0,1.0,0.75,148.0,10,75,HIGH,96.9
1039,industrial_accident,1,1,0,0,1,1,0,0,1.0,1.0,1.0,117.0,12,100,CRITICAL,83.1
1040,building_collapse,0,0,0,0,1,0,1,0,2.0,0.0,0.81,113.0,10,85,CRITICAL,70.8
1041,building_collapse,1,1,0,0,0,0,1,0,2.0,0.0,0.79,106.0,13,100,CRITICAL,68.1
